微博id,微博正文,头条文章url,原始图片url,被转发微博原始图片url,是否为原创微博,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
K5Z9P2Egb,"转发理由:正好要买橙子，已下单（公益细水长流按需购买哦//@宜橙:大家等了一年的伦晚已经开架预售咯！该去哪儿找你们都知道的吧？  
原始用户: 宜橙
转发内容: #肖战粉丝公益倡导# 从伦晚到夏橙，从小蜜橘到九月红，从纽荷尔到红心橙。岁岁年年，四季更迭。原以为你只是带来了一缕春风，却不曾想送我整个春夏秋冬。感谢你们的细水长流，目之所及皆是善意，善良永远不会被遗忘，感恩常在春天缓缓归矣，我已陌上花开。🌸PS：伦晚生长周期极其漫长，是目前世界上唯一一个生长周期超过十三个月，历经四季，花果同枝的橙子🍊。经历了寒冬的考验，不仅积累了更多的糖分，橙香也更加浓郁。如此想来，伦晚也是甜自苦寒来啊！ 宜橙的微博视频                     ",,无,无,False,无,无,2021-03-13 12:42,无,55,89,21
K5Z6Nm1Xv,"转发理由://@肖战全平台安利组:⚠️在各平台的账号如下图所示，除此以外，其他账号均为假。仔细辨别，切勿上当  
原始用户: 肖战影音会官微
转发内容: 近期有粉丝反映各大平台有影音会高仿号出现，并以此进行拉群、虚假宣传等行为。会会在此强调，肖战影音会在各平台的账号如下图所示，除此以外，其他账号均为假。请小飞侠们提高警惕，仔细辨别，切勿上当，保护自己的财产和信息安全。  [组图共13张] 原图 ",,无,"http://ww3.sinaimg.cn/large/006g88m9ly1goi65urlaxj30ku0z6af0.jpg,http://ww3.sinaimg.cn/large/006g88m9ly1goi65va85lj30ku0z6af3.jpg,http://ww1.sinaimg.cn/large/006g88m9ly1goi1xfwd11j30ku0z67cj.jpg,http://ww4.sinaimg.cn/large/006g88m9ly1goi1xggf9dj30ku0z6ahx.jpg,http://ww2.sinaimg.cn/large/006g88m9ly1goi1xg7azbj30ku0z6qas.jpg,http://ww2.sinaimg.cn/large/006g88m9ly1goi1xh6hzwj30ku0z6ai9.jpg,http://ww1.sinaimg.cn/large/006g88m9ly1goi1xhjmxnj30ku0z646b.jpg,http://ww2.sinaimg.cn/large/006g88m9ly1goi1xhzr2mj30ku0z6k0a.jpg,http://ww2.sinaimg.cn/large/006g88m9ly1goi1xids0uj30ku0z6doi.jpg,http://ww3.sinaimg.cn/large/006g88m9ly1goi1xinyykj30ku0z646a.jpg,http://ww3.sinaimg.cn/large/006g88m9ly1goi65vl93fj30ku0z6dpk.jpg,http://ww4.sinaimg.cn/large/006g88m9ly1goi1xjcn64j30ku0z6n5n.jpg,http://ww4.sinaimg.cn/large/006g88m9ly1goi1xjmacrj30ku0z6n6o.jpg",False,无,无,2021-03-13 12:34,无,35,234,16
K5Z3xwH7Y,"转发理由:我踏马爆哭//@农场最靓的鹅:8月份小灶活动的时候，在现场签名墙上，大家都在给战战写祝福语，一个背书包的小妹妹过来问我们：“姐姐，能帮我把考卷贴上去吗？”一百分的数学试卷，大家 把他贴到了最高点， 评论配图  
原始用户: 战意葳蕤
转发内容: 分享图片  [组图共2张] 原图 ",,https://ww1.sinaimg.cn/large/0086jo9Ply1goi4pepl92j31400u0qaq.jpg,"http://ww1.sinaimg.cn/large/006ZxBTvgy1goi44g4z0fj30v93y67wh.jpg,http://ww2.sinaimg.cn/large/006ZxBTvgy1goi42onq1mj30v921619x.jpg",False,无,无,2021-03-13 12:26,无,195,249,44
K5Z0m9x9J,"转发理由:如此庞大的群体性心理创伤无人关心，只能自我疗愈，很大一部分得靠肖战疗愈，他好，很多人才会好。既心疼粉丝又心疼肖战，他也是凡人。真正站在暴风雨里的人得撑住，不能说一句惨，要把大家都拖出来，就凭这一点，那些人永远比不上他。  
原始用户: 战意葳蕤
转发内容: 分享图片  [组图共2张] 原图 ",,无,"http://ww1.sinaimg.cn/large/006ZxBTvgy1goi44g4z0fj30v93y67wh.jpg,http://ww2.sinaimg.cn/large/006ZxBTvgy1goi42onq1mj30v921619x.jpg",False,无,无,2021-03-13 12:18,无,469,173,31
K5Y3xxJJ6,"转发理由:冰球小赞真的好经典🏒️  
原始用户: 少女写真映画
转发内容: 北京卫视《冬梦之约》7号选手肖战  [组图共9张] 原图 赞[82939] 原文转发[3727] 原文评论[2071]转发理由:冰球小",,无,"http://ww4.sinaimg.cn/large/a1d6bcffly1god4ybrttwj218l1uvkjl.jpg,http://ww1.sinaimg.cn/large/a1d6bcffly1god508743mj23a426r4qt.jpg,http://ww4.sinaimg.cn/large/a1d6bcffly1god4y86s5aj230c2087wk.jpg,http://ww2.sinaimg.cn/large/a1d6bcffly1god4y1ct4yj21gi26rhdu.jpg,http://ww2.sinaimg.cn/large/a1d6bcffly1god50jswq0j226r3a4b2d.jpg,http://ww2.sinaimg.cn/large/a1d6bcffly1god5d6p30ug20qo0ju4qz.gif,http://ww1.sinaimg.cn/large/0070AnOygy1goexx61y8bj30m813ijwd.jpg,http://ww3.sinaimg.cn/large/a1d6bcffly1god4yck0dsj20u0191tg0.jpg,http://ww1.sinaimg.cn/large/a1d6bcffly1god5didekog20qo0f0u0y.gif",False,无,无,2021-03-13 09:53,无,129,351,40
K5UYYet0w,"转发理由:有眼光的都会被他的表演惊艳到，就想看他的戏，这就是挑大梁的角儿。  
原始用户: 锦鲤不水逆
转发内容: 就搞笑。我老公锲而不舍地问我斗罗还有没有第二季，什么时候有，把我搞烦了，直接掐灭希望，没有，不知道，剧本都还在空中漂呢，不一定是肖老师。他终于死心，开始问我第二个问题：肖战下一部是现代的吗？他有没有拍现代剧。他会不会拍什么类型？想看现代剧，什么时候上？他应该拍个好班底好剧本，例如xxxx的xx角色，就那个绝对红，还有xx以前演过的那几部…发言的精彩程度是写出来会被出警到我自闭那种甚至我奶的他都瞧不上，觉得要更xx的那种，可以拿奖的，别在乎好不好看。我深刻怀疑亲老公已经不是虾姐夫而是虾爬爬了他这事业程度比我更猛呀，怎么办         [组图共2张]      原图                     ",,无,"http://ww3.sinaimg.cn/large/6b629cecgy1gohnkmi0lqg20dc0fzhdt.gif,http://ww1.sinaimg.cn/large/6b629cecgy1gohnkpsow8g20e70e7npe.gif",False,无,无,2021-03-13 02:04,无,133,20,3
K5UPL4tKd,"转发理由://@醺豆小酒馆:大半夜的，还有醒着的吗？都整整  
转发内容: 抱歉，由于作者设置，你暂时没有这条微博的查看权限哦。查看帮助：http://t.cn/RfdBWwP  ",,无,无,False,无,无,2021-03-13 01:41,无,6,5,5
K5UInAJmQ,"转发理由://@月亮上的摘心甜心兔:只有强者才有话语权  
原始用户: 南山大道nsdd
转发内容: 绝了!!!  原图 ",,无,http://wx1.sinaimg.cn/large/007XfQMQgy1gohj76t8fkj30qo0d2dh5.jpg,False,无,无,2021-03-13 01:23,无,97,126,8
K5UfEsLc8,"转发理由:转发微博  
原始用户: 醺豆小酒馆
转发内容: 今天的瓣瓣盖🏠大家可以看清楚要求参与[加油]有利于净化和提高榜单的参考值粉丝🐀参与 搜索数字215159852点击“小组”顺便装饰丰富一下自己的账🐀0313肖战♡1w楼『肖战斗罗大陆·肖战唐三』|肖战斗罗大陆播出34天播放量破40亿！『肖战唐三斗罗大陆·演员肖战未来可期』  ",,无,无,False,无,无,2021-03-13 00:12,无,15,10,1
K5U2gm8WN,"转发理由:👇//@兔子灯笼:⬇️ //@FalseCharges://@·公主吴语了·://@我妻草灯不是灯草://@李美美诶:👇🏾  
转发内容: 抱歉，由于作者设置，你暂时没有这条微博的查看权限哦。查看帮助：http://t.cn/RfdBWwP  ",,无,无,False,无,无,2021-03-12 23:39,无,23,61,3
K5TWrxcOj,喜欢看一些打脸🚬  原图 ,,http://wx2.sinaimg.cn/large/006IJc3Dly1gohjbh86afj30u01a3whb.jpg,无,True,无,无,2021-03-12 23:25,无,657,19,78
K5TKg2nyZ,"转发理由:#肖战唐三# //@思尔不往_juri:“你是篝火里的月亮，熊熊燃烧、永远清亮。”  
原始用户: HemiaSweet
转发内容: 烛光下的三哥 #肖战唐三#  [组图共9张] 原图 ",,无,"http://ww3.sinaimg.cn/large/684eb29aly1gohi5qgry4j21s035s4qr.jpg,http://ww3.sinaimg.cn/large/684eb29aly1gohi5raiwvj217c1t01kx.jpg,http://ww3.sinaimg.cn/large/684eb29aly1gohi5s15zkj21iu2piqv5.jpg,http://ww4.sinaimg.cn/large/684eb29aly1gohi5uqlm7j223u35s7wj.jpg,http://ww4.sinaimg.cn/large/684eb29aly1gohi5xj3m3j217q2mo7wj.jpg,http://ww2.sinaimg.cn/large/684eb29aly1gohi5ow3lxj223u35sb2b.jpg,http://ww3.sinaimg.cn/large/684eb29aly1gohi5sx1t4j21jk2bce81.jpg,http://ww2.sinaimg.cn/large/684eb29aly1gohi5wplovj20z11gkqmb.jpg,http://ww1.sinaimg.cn/large/684eb29aly1gohi5vyoewj223u35s7wj.jpg",False,无,无,2021-03-12 22:55,无,40,60,3
K5Twczyqq,开电视 开央视频  ,,无,无,True,无,无,2021-03-12 22:20,无,28,0,2
K5Tve3sds,"转发理由://@小月212121:#肖战加盟冬梦之约# 传递接力棒，与肖战一起助力冬奥  
原始用户: 央视频
转发内容: 【#肖战[超话]#传递接力棒！#陈伟霆 我的梦想是参加冬奥会#[打call]】起山林之间，承冬奥梦想！ @William威廉陈伟霆 收到来自@X玖少年团肖战DAYTOY 的信息传递，“冬奥场地是我的梦想，很多人知道我很想参加冬奥会！” #冬梦之约#本期节目中，#陈伟霆[超话]#将走进2022北京冬奥会比赛场地云顶滑雪公园，带大家一起感受滑雪运动的魅力！  央视频的微博视频                     ",,无,无,False,无,无,2021-03-12 22:18,无,38,278,12
K5TuY62d1,"转发理由:  
原始用户: caihongtangswwrgv
转发内容: hey yo everybody！俺们小金罗现在41.1了！要想和我们战羡并肩那就要达到保底46e！俺们非会员16号就大结局了，留给俺们的时间不多了！在此之前要再努努力才行！炖鹅不停！还未彻底完结之时就要一直努力拉新！动起来yo yo！#肖战斗罗大陆#  原图 ",,无,http://wx3.sinaimg.cn/large/c50dd2c1ly1gohg79yo9ij20is0570sr.jpg,False,无,无,2021-03-12 22:17,无,40,10,1
K5TdGBrkR,"转发理由:💔海爬当时也是遭了很多罪//@兔子灯笼:永远不会忘记那晚，她们蜂拥去去外网刷RIP，国内kol把这个歪曲成zz立场问题说我们是蟹脚，几万转“我们只是要他糊，你们要他死”，怎么可能忘记呢，太痛了真的太痛了  
原始用户: 麻辣兔子盖浇饭
转发内容: 本不想旧事重提的。去年3月初，为了表达对哥哥的支持，海外虾自发的在twi上打了weloveyouxiaozhan的tag表达爱意。熟悉外国粉丝生态的应该知道海外饭很喜欢用weloveyouxxx的tag抒发爱意，然而这却被一群披着人皮的垃圾拿来造谣诅咒恶意曲解。那天我凌晨抓着手机，截了很多很多这样的发言。相信那天有很多身在海外的虾也跟我一样难受，睡不着，随时准备为一些致命的谣言去做澄清并且留证据。就凭去年这一年这些事，我觉得我有权利不看任何曾经对我们哥哥，对我们喊打喊杀的人。哥哥和我们都会头也不回的向前走。但是这些事我会记一辈子。              原图                     ",,无,http://wx1.sinaimg.cn/large/007UPaFcgy1gohfrq97ahj308l2gpn5t.jpg,False,无,无,2021-03-12 21:35,无,234,279,30
K5T0S5e3h,"转发理由:👉//@这里有一枚仙子:务必明确要求【只买陌森镜片和镜框】，并在现场确认好。另外，依视路镜片≠陌森，也有可能是别的品牌的镜片，请多加留意。  
原始用户: 姐姐追剧中
转发内容: 一则温馨提示，麻烦大家看到都互相提醒一下哦在陌森官博和小程序给出的线下门店经销商，买眼镜尤其是光学镜近视镜的时候，注意配镜片也可以优先选择【陌森镜片】。绝大多数眼镜店都各种品牌都有的，线下支持代言还是要优先认准同款哦#肖战陌森眼镜品牌代言人# xz#直面每一面#  ",,无,无,False,无,无,2021-03-12 21:03,无,38,84,2
K5SVcmw85,"转发理由:没见过#肖战斗罗大陆# //@深茶Daisy:确实没有！#肖战斗罗大陆#  
原始用户: 唐三bot
转发内容: #斗罗大陆剧版[超话]# #电视剧斗罗大陆# 这些好像没见过[三三蹦跳]  [组图共4张] 原图 ",,无,"http://ww2.sinaimg.cn/large/007Fuql8ly1gohb2mfr9kj30u00m7aem.jpg,http://ww4.sinaimg.cn/large/007Fuql8ly1gohb2n8ez6j30u00mfafv.jpg,http://ww4.sinaimg.cn/large/007Fuql8ly1gohb2o0zebj30s00ruwly.jpg,http://ww3.sinaimg.cn/large/007Fuql8ly1gohb2oyu49j30u00m6jxj.jpg",False,无,无,2021-03-12 20:49,无,34,43,2
K5STTpIbP,"转发理由:#肖战冰球运动推广大使# //@肖战_bot:冰球的力量和热血感受到啦#肖战冰球运动推广大使#  
原始用户: MorningGlory_肖战资源博
转发内容: #肖战##肖战冰球运动推广大使# 210312 冬梦之约 肖战视频cut@X玖少年团肖战DAYTOY MorningGlory_肖战资源博的微博视频  ",,无,无,False,无,无,2021-03-12 20:46,无,32,54,4
K5SS1lmtv,"转发理由:“都是吃一碗饭的，事做绝了不好吧。”当初把事做绝的，可不是肥美可爱的爬爬。你们当初可是要他的命啊。  
原始用户: 我妻草灯不是灯草
转发内容: 嘻嘻嘻嘻我悟了不过不知道别家，我自己呢，真的不稀罕看所有，全部，一切所谓新人旧人别人，用不着人特意劝，我也只看得起一个人。不是谁的问题，是谁也不行的问题我同样觉得每个粉丝都有资格知道自己偶像走得多难，被捅过多少刀子再说了，把事做绝的是谁，那架势当时不是打压他，是要他的命啊  原图 ",,无,http://wx4.sinaimg.cn/large/007U2Y06ly1gohdnk85xdj30kw0zkdj7.jpg,False,无,无,2021-03-12 20:41,无,378,205,57
K5SR2qPH8,"转发理由:#肖战冰球运动推广大使# //@你该美丽中带着刺:上一期跟@X玖少年团肖战DAYTOY 一起感受到了国家体育馆的美和智慧，也体会到了男子冰球这项运动的力量和热血。冬奥加油，冰球加油#肖战冰球运动推广大使#  
原始用户: 北京卫视
转发内容: #陈伟霆 我的梦想是参加冬奥会# #冬梦之约# 起山林之间，承冬奥梦想，41条雪道，纳四海雪友！ @William威廉陈伟霆 收到来自@X玖少年团肖战DAYTOY 的信息传递，“冬奥场地是我的梦想，很多人知道我很想参加冬奥会！”本期节目中，陈伟霆将走进北京2022年冬奥会比赛场地云顶滑雪公园，带大家一起感受滑雪运动的激情和魅力！ 北京卫视的微博视频                     ",,无,无,False,无,无,2021-03-12 20:39,无,27,168,9
K5SOK0j5G,"转发理由:好图共赏  
原始用户: 一菜二白
转发内容:   原图 ",,无,http://wx3.sinaimg.cn/large/006Bu4AOly1gohdgz15d8g308c04l1kx.gif,False,无,无,2021-03-12 20:33,无,50,160,6
K5SNceI9N,"转发理由:👉点开图片（只科普不撕 虾爬子是乖宝宝//@今朝北溯:你们还在说害人的人是帮罗云熙立大功，你们还在19年就开始攻击其他艺人，这时候装好人了？ 评论配图  
原始用户: SanMiniato1875
转发内容: 本来实在不想带大名，但是罗云熙粉丝，你们欺人太甚，造谣式澄清还在转发里侮辱其他艺人。那我就带你们的大名了，来和我一起回忆回忆。今天，看到某家粉丝轻飘飘的澄清，我觉得实在太可笑了。我算是终于明白了为什么每个校园霸凌的人都会说没印象、不记得。因为霸凌别人的人也许根本没有意识到自己的行为有多恶劣，给别人带来了多大的痛苦。有人考虑过被霸凌的人的心理状态吗？一个个无法入眠的夜晚，一个个被污名化却无法澄清的时刻，一个个被贴上的标签，一场又一场漫长的梦魇。某家粉，也许你们忘了，那我来帮你们回忆。你们在18年和19年就羞辱每个拍耽改剧的男演员，叫他们“耽X咖”，甚至在瓜主爆料你们家也要演的时候疯狂攻击瓜主，这种情况直到你们的偶像进组了才停止。用那三个字去搜索一下你们的微博和群聊记录，也许还有你们没来得及删掉的痕迹。你们才是真正“防爆”其他男演员的那一个，开黑帖、起绰号，哪一个没做过？你们在空间里造谣，引发了巨大规模的转发，你们随意地给另一个群体捏造罪名，给他们带来了巨大的心理压力。你们能想象他们如何面对在空间里转发这样谣言的同学和朋友吗？还有，对你们的指控是今天才有的吗？明明去年造谣者就承认且道歉了，但当时你们也没有一个大粉去“澄清”或者“切割”，因为你们觉得，参与一场对其他艺人的网络霸凌，与有荣焉。没有人想反刍痛苦，甚至我早就打算放下，但是看到某家粉丝造谣式澄清，转发还在攻击别家艺人的时候，我明白了，痛苦不会因为遗忘而不存在，暴力不会因为放过而减轻。那无数个哀求路人看一看澄清、对亲友哭着说“我没有做过”的夜晚又如浪潮般涌入我的脑海。我怎么可以忘记，怎么能够忘记。放下痛苦是为了放过自己，而记住这些恶行是为了时刻警醒自己，永远，不要成为他们中的一员。                     ",,https://ww2.sinaimg.cn/large/006q9dK4ly1gohddoa53ej30qb1l3tif.jpg,无,False,无,无,2021-03-12 20:29,无,90,256,15
K5SDp3X1o,"转发理由:我也好久没咋做了 开始做超话喽//@江喃而已:来看看  
原始用户: 心碎却着迷
转发内容: 超话积分还有人不会做吗？每人每天都去#肖战最好的你[超话]# 求兔拿满！存着等周一抛！！超话积分新虾指南：http://t.cn/A6tj8gZI别家已经攒了好多积分，我们人头多但是不爱动  ",,无,无,False,无,无,2021-03-12 20:05,无,14,27,3
